InchiKey,original_smiles,logS,diff_percent,new_logS,smiles
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,['CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C'],[-1.10678353],0.0,-1.106783532,CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C
GSLWSSUWNCJILM-UHFFFAOYSA-N,['ClCCN(Cc1ccccc1)Cc1ccccc1'],[-3.67344911],0.0,-3.673449115,ClCCN(Cc1ccccc1)Cc1ccccc1
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,['CCN(c1cc(C)nc2n1ncn2)CC'],[-2.19803761],0.0,-2.198037607,CCN(c1cc(C)nc2n1ncn2)CC
GSUNXHODQPCMLL-UHFFFAOYSA-N,['ClCCN(C(=O)NC1CCC(CC1)COC(=O)C)N=O'],[-3.34298978],0.0,-3.342989783,ClCCN(C(=O)NC1CCC(CC1)COC(=O)C)N=O
GSYJYMHUFBKDCU-UHFFFAOYSA-N,['COc1cc(cc(c1OC)OC)C(=O)N1CCCC1'],[-2.08330785],0.0,-2.083307851,COc1cc(cc(c1OC)OC)C(=O)N1CCCC1
GTCAXTIRRLKXRU-UHFFFAOYSA-N,['COC(=O)N'],[0.97000003],0.0,0.97000003,COC(=O)N
GTEXBOVBADJOQH-UHFFFAOYSA-N,['COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2'],[-2.85396336],0.0,-2.853963361,COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2
GTKDEBRRAOOCCY-UHFFFAOYSA-N,['ClCCN(C(=O)NC1CCCCCCCCCCC1)N=O'],[-6.33462047],0.0,-6.334620474,ClCCN(C(=O)NC1CCCCCCCCCCC1)N=O
GTLUQRDIJWHQGF-UHFFFAOYSA-N,['S=c1[nH]cnc2c1nccn2' 'Sc1ncnc2c1nccn2'],[-2.77      -2.3599999],15.98,-2.56499995,S=c1[nH]cnc2c1nccn2
GTVGGHQLKNCAMB-UHFFFAOYSA-N,['N#CC(=NNc1ccc(c(c1)Cl)Cl)C#N'],[-4.18538052],0.0,-4.185380518,N#CC(=NNc1ccc(c(c1)Cl)Cl)C#N
GUAFOGOEJLSQBT-UHFFFAOYSA-N,['COc1cc2oc(=O)ccc2cc1OC'],[-2.17440328],0.0,-2.174403277,COc1cc2oc(=O)ccc2cc1OC
GUAZPUYTLMUTMA-UHFFFAOYSA-N,['CN(/N=N/c1ccc(cc1)C(=O)O)C'],[-2.6003684],0.0,-2.600368403,CN(/N=N/c1ccc(cc1)C(=O)O)C
GUBGYTABKSRVRQ-UHFFFAOYSA-N,['OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O'],[-0.23999999],0.0,-0.23999999,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
GUCPYIYFQVTFSI-UHFFFAOYSA-N,['COc1ccc(cc1)C(=O)N'],[-1.03894318],0.0,-1.038943177,COc1ccc(cc1)C(=O)N
GUGOEEXESWIERI-UHFFFAOYSA-N,['OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O'],[-6.69002578],0.0,-6.690025778,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O
GUHPRPJDBZHYCJ-UHFFFAOYSA-N,['OC(=O)C(c1ccc(s1)C(=O)c1ccccc1)C'],[-2.83501708],0.0,-2.83501708,OC(=O)C(c1ccc(s1)C(=O)c1ccccc1)C
GUJKBBOGALTPCN-UHFFFAOYSA-N,['O=C(CN1CCN(CC1)CC=C(CCC=C(C)C)C)NN=Cc1ccc(o1)[N+](=O)[O-]'],[-5.5033956],0.0,-5.503395597,O=C(CN1CCN(CC1)CC=C(CCC=C(C)C)C)NN=Cc1ccc(o1)[N+](=O)[O-]
GULNIHOSWFYMRN-UHFFFAOYSA-N,['COc1ccc(cc1)CN(c1ncccn1)CCN(C)C'],[-2.1265274],0.0,-2.126527395,COc1ccc(cc1)CN(c1ncccn1)CCN(C)C
GUOSQNAUYHMCRU-UHFFFAOYSA-N,['NCCCCCCCCCCC(=O)O'],[-2.7],0.0,-2.7,NCCCCCCCCCCC(=O)O
GUQATEKNKSDOJK-UHFFFAOYSA-N,['CCCCCCCC(NCCSS(=O)(=O)O)C'],[-2.27349187],0.0,-2.273491868,CCCCCCCC(NCCSS(=O)(=O)O)C
GUSWHRCHZVQFKH-UHFFFAOYSA-N,['CN1Cc2cc(Cl)ccc2CO1'],[-2.73503873],0.0,-2.735038735,CN1Cc2cc(Cl)ccc2CO1
GUVUOGQBMYCBQP-UHFFFAOYSA-N,['O=C1N(C)CCCN1C'],[-1.5986008],0.0,-1.598600804,O=C1N(C)CCCN1C
GUXHBMASAHGULD-UHFFFAOYSA-N,['CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@H]1O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C'],[-2.48690488],0.0,-2.486904883,CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@H]1O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C
GUYKUDVQANANFT-UHFFFAOYSA-N,['COC(=O)c1c(C)ccc(c1OCC(=O)OC(CN(C)C)C)C(C)C'],[-3.8015619],0.0,-3.801561902,COC(=O)c1c(C)ccc(c1OCC(=O)OC(CN(C)C)C)C(C)C
GUZOHLPBYOGINP-UHFFFAOYSA-N,['Nc1cnccc1N1CCN2C(C1)CCc1c2cccc1'],[-3.49494684],0.0,-3.494946844,Nc1cnccc1N1CCN2C(C1)CCc1c2cccc1
GVAQGXFHYGHMRN-UHFFFAOYSA-N,['COc1ccc(cc1)CCCCNCCSS(=O)(=O)O'],[-2.03016486],0.0,-2.030164862,COc1ccc(cc1)CCCCNCCSS(=O)(=O)O
GVEINSAHFGPQIN-UHFFFAOYSA-N,['CN1CCN(CC1)CC(=O)N1C(C)(C)CC(=CC1(C)C)c1ccccc1'],[-4.65989177],0.0,-4.65989177,CN1CCN(CC1)CC(=O)N1C(C)(C)CC(=CC1(C)C)c1ccccc1
GVEPBJHOBDJJJI-UHFFFAOYSA-N,['c1ccc2c(c1)c1cccc3c1c2ccc3'],[-6.],0.0,-6.0,c1ccc2c(c1)c1cccc3c1c2ccc3
GVOUFPWUYJWQSK-UHFFFAOYSA-N,['CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(cc1)OC(=O)C'],[-6.62420966],0.0,-6.62420966,CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(cc1)OC(=O)C
GVPOXPZELDAAGI-UHFFFAOYSA-N,['CCCCOCCNc1ccc(cc1C(=O)N)Cl'],[-3.72860085],0.0,-3.728600852,CCCCOCCNc1ccc(cc1C(=O)N)Cl
GVQDDKFXRUBBDY-UHFFFAOYSA-N,['COc1nc(OC)ccc1Cc1cnc(nc1N)N'],[-2.82272193],0.0,-2.822721928,COc1nc(OC)ccc1Cc1cnc(nc1N)N
GVTLAVKAVSKBKK-UHFFFAOYSA-N,['O=C(c1nccnc1)NCN1CCOCC1'],[0.17599745],0.0,0.175997452,O=C(c1nccnc1)NCN1CCOCC1
GVVXPMORGFYVOO-UHFFFAOYSA-N,['COc1c(OC)cc2c3c1c1cc(OC)c(cc1C[C@@H]3NCC2)O'],[-3.84184686],0.0,-3.841846863,COc1c(OC)cc2c3c1c1cc(OC)c(cc1C[C@@H]3NCC2)O
GVYLCNUFSHDAAW-UHFFFAOYSA-N,['Cl[C@]12C(Cl)(Cl)[C@@]3([C@@]4([C@@]1(Cl)[C@@]1([C@@]2(Cl)[C@]3([C@]4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl'],[-6.8000002],0.0,-6.8000002,Cl[C@]12C(Cl)(Cl)[C@@]3([C@@]4([C@@]1(Cl)[C@@]1([C@@]2(Cl)[C@]3([C@]4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl
GWBJKDRJBWUMFT-UHFFFAOYSA-N,['CCC1(CC)C(=O)NC(=NC1=O)OC(C)C'],[-2.08094291],0.0,-2.080942905,CCC1(CC)C(=O)NC(=NC1=O)OC(C)C
GWCFTYITFDWLAY-UHFFFAOYSA-N,['CCN1CCCCCC1=O'],[-0.78720683],0.0,-0.787206825,CCN1CCCCCC1=O
GWDYJKXSUSPLEA-UHFFFAOYSA-N,['O=c1nc(oc2c1cccc2)c1ccccc1'],[-4.6100001],0.0,-4.6100001,O=c1nc(oc2c1cccc2)c1ccccc1
GWEHVDNNLFDJLR-UHFFFAOYSA-N,['O=C(Nc1ccccc1)Nc1ccccc1'],[-3.1500001],0.0,-3.1500001,O=C(Nc1ccccc1)Nc1ccccc1
GWEJBHPUPOEHFW-UHFFFAOYSA-N,['BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C)CCBr'],[-7.06026785],0.0,-7.060267847,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C)CCBr
GWGLGTKSTGSWGQ-UHFFFAOYSA-N,['OC(=O)/C=C\\C(=O)NC(=O)N'],[-1.27931432],0.0,-1.279314324,OC(=O)/C=C\C(=O)NC(=O)N
GWHJZXXIDMPWGX-UHFFFAOYSA-N,['Cc1ccc(c(c1)C)C'],[-3.3099999],0.0,-3.3099999,Cc1ccc(c(c1)C)C
GWNIMRXOQQOZJL-UHFFFAOYSA-N,['CC(COc1ccc(cc1C(=O)N)Br)O'],[-1.72696811],0.0,-1.726968114,CC(COc1ccc(cc1C(=O)N)Br)O
GWPGDZPXOZATKL-UHFFFAOYSA-N,['Oc1ccc2c(c1)[nH]c1c2cccc1'],[-3.74840145],0.0,-3.748401446,Oc1ccc2c(c1)[nH]c1c2cccc1
GWQSENYKCGJTRI-UHFFFAOYSA-N,['Clc1ccc(cc1)I'],[-4.0300002],0.0,-4.0300002,Clc1ccc(cc1)I
GWQUZVAKPOUIRG-UHFFFAOYSA-N,['BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)OC)CCBr'],[-6.77868546],0.0,-6.778685458,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)OC)CCBr
GWTVMUKCRYINJA-UHFFFAOYSA-N,['CC(=O)Nc1nc(c(o1)c1ccccc1)c1ccccc1'],[-4.18925787],0.0,-4.189257867,CC(=O)Nc1nc(c(o1)c1ccccc1)c1ccccc1
GWUSZQUVEVMBPI-UHFFFAOYSA-N,['CN1C(=O)CN=C(c2c1ccc(c2)[N+](=O)[O-])c1ccccc1'],[-3.8],0.0,-3.8,CN1C(=O)CN=C(c2c1ccc(c2)[N+](=O)[O-])c1ccccc1
GWWLWDURRGNSRS-UHFFFAOYSA-N,['CN(CCC=C1c2ccccc2C(c2c1cccc2)(C)C)C'],[-5.53789509],0.0,-5.537895086,CN(CCC=C1c2ccccc2C(c2c1cccc2)(C)C)C
GWZCCUDJHOGOSO-UHFFFAOYSA-N,['OC(=O)c1ccccc1c1ccccc1C(=O)O'],[-2.28],0.0,-2.28,OC(=O)c1ccccc1c1ccccc1C(=O)O
GWZPIQCXKKBYAW-UHFFFAOYSA-N,['CCCc1cnc(n1CCO)[N+](=O)[O-]'],[-1.88100987],0.0,-1.881009866,CCCc1cnc(n1CCO)[N+](=O)[O-]
GXAVBFNRWXCOPY-UHFFFAOYSA-N,['COc1cc(O)cc(c1O)OC'],[-0.38206299],0.0,-0.382062985,COc1cc(O)cc(c1O)OC
GXBCCUBTQFNGFA-UHFFFAOYSA-N,['NC(=S)N/N=C/c1ccccn1'],[0.10590316],0.0,0.105903163,NC(=S)N/N=C/c1ccccn1
GXDALQBWZGODGZ-UHFFFAOYSA-N,['COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2'],[-7.22414125],0.0,-7.22414125,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2
GXDHCNNESPLIKD-UHFFFAOYSA-N,['CCCCC(C)C'],[-4.59605568],0.0,-4.596055676,CCCCC(C)C
GXEKYRXVRROBEV-UHFFFAOYSA-N,['OC(=O)[C@@H]1[C@H]2CC[C@@H]([C@@H]1C(=O)O)O2'],[-0.27000001],0.0,-0.27000001,OC(=O)[C@@H]1[C@H]2CC[C@@H]([C@@H]1C(=O)O)O2
GXEUNRBWEAIPCN-UHFFFAOYSA-N,['OC(=O)C(c1ccc(c(c1)Cl)C1CCCCC1)Cl'],[-5.54222696],0.0,-5.542226964,OC(=O)C(c1ccc(c(c1)Cl)C1CCCCC1)Cl
GXFAIFRPOKBQRV-UHFFFAOYSA-N,['NCCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)N=C(N1)N)N'],[0.16386584],0.0,0.163865844,NCCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)N=C(N1)N)N
GXGJIOMUZAGVEH-UHFFFAOYSA-N,['CCc1ccc(c2c(c1)c(C)cc2)C'],[-5.61986418],0.0,-5.619864179,CCc1ccc(c2c(c1)c(C)cc2)C
GXGLAIVPXZPYBU-UHFFFAOYSA-N,['CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccccc1[N+](=O)[O-]'],[-4.2188705],0.0,-4.218870505,CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccccc1[N+](=O)[O-]
GXGWQUTZOBNBNJ-UHFFFAOYSA-N,['O=C1C(CCN1c1ccc(cc1)Cl)N1CCCCC1'],[-3.66207292],0.0,-3.662072923,O=C1C(CCN1c1ccc(cc1)Cl)N1CCCCC1
GXKPARDRBFURON-UHFFFAOYSA-N,['C1CSC(SC1)c1ccccc1'],[-3.8881441],0.0,-3.888144102,C1CSC(SC1)c1ccccc1
GXLIFJYFGMHYDY-UHFFFAOYSA-N,['OC(=O)/C=C/c1ccc(cc1)Cl'],[-2.45736848],0.0,-2.457368476,OC(=O)/C=C/c1ccc(cc1)Cl
GXPIUNZCALHVBA-UHFFFAOYSA-N,['CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C'],[-2.38392272],0.0,-2.38392272,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
GXRZIMHKGDIBEW-UHFFFAOYSA-N,['C#CC1(CCCCC1)OC(=O)N'],[-1.82531702],0.0,-1.825317018,C#CC1(CCCCC1)OC(=O)N
GXXXUZIRGXYDFP-UHFFFAOYSA-N,['OC(=O)Cc1ccc(cc1)C'],[-1.49077215],0.0,-1.49077215,OC(=O)Cc1ccc(cc1)C
GYDJEQRTZSCIOI-UHFFFAOYSA-N,['NCC1CCC(CC1)C(=O)O'],[0.02544715],0.0,0.025447145,NCC1CCC(CC1)C(=O)O
GYESAYHWISMZOK-UHFFFAOYSA-N,['Oc1cccc2c1cccn2'],[-2.54],0.0,-2.54,Oc1cccc2c1cccn2
GYESKCXGLKLYHY-UHFFFAOYSA-N,['CC(CN1C(=O)C2C(C1=O)C1OC2CC1)O'],[0.60062311],0.0,0.600623106,CC(CN1C(=O)C2C(C1=O)C1OC2CC1)O
GYFAGKUZYNFMBN-UHFFFAOYSA-N,['c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2'],[-9.0299997],0.0,-9.0299997,c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2
GYHFUZHODSMOHU-UHFFFAOYSA-N,['CCCCCCCCC=O'],[-3.1700001],0.0,-3.1700001,CCCCCCCCC=O
GYIBSRBIOHMGPQ-UHFFFAOYSA-N,['Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C(=O)C'],[-3.35506363],0.0,-3.355063626,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C(=O)C
GYIKTPXZXCJXBN-UHFFFAOYSA-N,['COc1cc(cc(c1OC)OC)S(=O)(=O)CCN(Cc1ccccc1)C'],[-2.82026671],0.0,-2.820266711,COc1cc(cc(c1OC)OC)S(=O)(=O)CCN(Cc1ccccc1)C
GYMFBYTZOGMSQJ-UHFFFAOYSA-N,['Cc1ccc2c(c1)cc1c(c2)cccc1'],[-6.96],0.0,-6.96,Cc1ccc2c(c1)cc1c(c2)cccc1
GYPZUNUCQUOPSL-UHFFFAOYSA-N,['OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc2c(c1)OCO2)C'],[-3.97597346],0.0,-3.975973457,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc2c(c1)OCO2)C
GYQOYYFIHYKFEO-UHFFFAOYSA-N,['O=C1CNC(c2c(N1)ccc(c2)Cl)c1ccccc1'],[-3.50990851],0.0,-3.509908507,O=C1CNC(c2c(N1)ccc(c2)Cl)c1ccccc1
GYRPICHNIDQFOD-UHFFFAOYSA-N,['C#C[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12O'],[-4.5700002],0.0,-4.5700002,C#C[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12O
GYSSRZJIHXQEHQ-UHFFFAOYSA-N,['O=C(C1=C(C)OCCS1)Nc1ccccc1'],[-3.1400001],0.0,-3.1400001,O=C(C1=C(C)OCCS1)Nc1ccccc1
GZCRKMACGRBALK-UHFFFAOYSA-N,['O=CN(/N=C/CC(C)C)C'],[-1.38131822],0.0,-1.381318224,O=CN(/N=C/CC(C)C)C
GZENKSODFLBBHQ-UHFFFAOYSA-N,['O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2[C@@H](O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C'],[-3.61847126],0.0,-3.618471258,O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2[C@@H](O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
GZFGOTFRPZRKDS-UHFFFAOYSA-N,['Oc1ccc(cc1)Br'],[-1.09],0.0,-1.09,Oc1ccc(cc1)Br
GZHTYRWTDHLNPC-UHFFFAOYSA-N,['OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)C)C'],[-4.17272491],0.0,-4.17272491,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)C)C
GZIZRUUMRJJNQT-UHFFFAOYSA-N,['Cc1n(C2CCCCC2)c(=O)n(c(=O)c1N1CCOCC1)C'],[-3.14725129],0.0,-3.147251286,Cc1n(C2CCCCC2)c(=O)n(c(=O)c1N1CCOCC1)C
GZMFYOQJALCSLS-UHFFFAOYSA-N,['Clc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O'],[-2.68551339],0.0,-2.685513391,Clc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O
GZOHDOWIEUISBL-UHFFFAOYSA-N,['O1CCN(CC1)c1nc(c(o1)c1ccccc1)c1ccccc1'],[-4.97838326],0.0,-4.978383263,O1CCN(CC1)c1nc(c(o1)c1ccccc1)c1ccccc1
GZQJPGZDCLWDDG-UHFFFAOYSA-N,['CCOc1ccc(cc1C)/C=C/C(=O)NO'],[-2.82114859],0.0,-2.82114859,CCOc1ccc(cc1C)/C=C/C(=O)NO
GZSGTFDLLISMMA-UHFFFAOYSA-N,['CC(=O)Nc1ccc(cc1Cl)Cl'],[-2.55120318],0.0,-2.551203177,CC(=O)Nc1ccc(cc1Cl)Cl
GZUXJHMPEANEGY-UHFFFAOYSA-N,['CBr'],[-0.79000002],0.0,-0.79000002,CBr
GZVVNAWGGPWOOK-UHFFFAOYSA-N,['CCOC(=O)N1CC=Cc2c1cccc2'],[-3.84262847],0.0,-3.842628472,CCOC(=O)N1CC=Cc2c1cccc2
GZZZSOOGQLOEOB-UHFFFAOYSA-N,['ClC(C(=O)N(c1ccc(cc1)O)C)Cl'],[-2.42824316],0.0,-2.42824316,ClC(C(=O)N(c1ccc(cc1)O)C)Cl
HAAFFTHBNFBVKY-UHFFFAOYSA-N,['COc1cc(Cl)c(cc1O)Cl'],[-2.53],0.0,-2.53,COc1cc(Cl)c(cc1O)Cl
HAEAJIXAMUMSFQ-UHFFFAOYSA-N,['OCC(CS(=O)(=O)c1ccc(cc1)C)O'],[-0.44949914],0.0,-0.449499145,OCC(CS(=O)(=O)c1ccc(cc1)C)O
HALWGCIWQTXDID-UHFFFAOYSA-N,['CC(=C)COCC(CO)O'],[-0.47826951],0.0,-0.478269514,CC(=C)COCC(CO)O
HAPOJKSPCGLOOD-UHFFFAOYSA-N,['c1ccc2c(c1)c1cc3ccccc3cc1C2'],[-8.04],0.0,-8.04,c1ccc2c(c1)c1cc3ccccc3cc1C2
HAPOVYFOVVWLRS-UHFFFAOYSA-N,['CC1(CC)CC(=O)NC1=O'],[-0.55623482],0.0,-0.556234825,CC1(CC)CC(=O)NC1=O
HAVJATCHLFRDHY-UHFFFAOYSA-N,['COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O'],[-3.81710158],0.0,-3.817101579,COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O
HAWPXGHAZFHHAD-UHFFFAOYSA-N,['ClCCN(CCCl)C'],[-1.11408253],0.0,-1.114082527,ClCCN(CCCl)C
HAXBIWFMXWRORI-UHFFFAOYSA-N,['c1ccc2c(c1)cc1c(c2)c2c3c1cccc3ccc2'],[-8.4899998],0.0,-8.4899998,c1ccc2c(c1)cc1c(c2)c2c3c1cccc3ccc2
HBCOGAOXPUSAQR-UHFFFAOYSA-N,['O=C(Nc1c(C)cccc1Cl)OC1CCN(C1)C(C)C'],[-4.10510067],0.0,-4.105100674,O=C(Nc1c(C)cccc1Cl)OC1CCN(C1)C(C)C
HBMINVNVQUDERA-UHFFFAOYSA-N,['[O-][N+](=O)c1nccn1C'],[-0.37410065],0.0,-0.374100649,[O-][N+](=O)c1nccn1C
HBOMLICNUCNMMY-UHFFFAOYSA-N,['OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O'],[-1.12371353],0.0,-1.123713531,OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O
HBTVSGZSFGQRPQ-UHFFFAOYSA-N,['CN1CCC(C1)OC(=O)Nc1c(C)cccc1C'],[-2.89259507],0.0,-2.892595073,CN1CCC(C1)OC(=O)Nc1c(C)cccc1C
HBUNPJGMNVQSBX-UHFFFAOYSA-N,['CC(=O)Nc1c2sscc2[nH]c1=O'],[-1.47493157],0.0,-1.474931566,CC(=O)Nc1c2sscc2[nH]c1=O
HBVPIONTJSERNY-UHFFFAOYSA-N,['N/C(=N\\CC1CCCCC1)/CSS(=O)(=O)O'],[-2.70285789],0.0,-2.702857893,N/C(=N\CC1CCCCC1)/CSS(=O)(=O)O
HBWWYZMOHJIFTI-UHFFFAOYSA-N,['Cc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2'],[-3.43877847],0.0,-3.438778474,Cc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2
HBXNJMZWGSCKPW-UHFFFAOYSA-N,['CCCCCCC(N)C'],[-1.46501671],0.0,-1.465016711,CCCCCCC(N)C
HCAUQPZEWLULFJ-UHFFFAOYSA-N,['c1ccc2c(c1)ccc1c2cccn1'],[-3.3599999],0.0,-3.3599999,c1ccc2c(c1)ccc1c2cccn1
HCAWPGARWVBULJ-UHFFFAOYSA-N,['CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)C)(C)C'],[-7.2415821],0.0,-7.241582099,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)C)(C)C
HCBHQDKBSKYGCK-UHFFFAOYSA-N,['OC(=O)c1c(C)cccc1C'],[-2.18462463],0.0,-2.184624633,OC(=O)c1c(C)cccc1C
HCCCKSXKQMGUDF-UHFFFAOYSA-N,['OS(=O)(=O)SCCNCCCCCOc1nccc2c1cccc2'],[-2.8697971],0.0,-2.869797096,OS(=O)(=O)SCCNCCCCCOc1nccc2c1cccc2
HCCFPODVEOBUMM-UHFFFAOYSA-N,['O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@]1(C4)O)C3'],[-3.30931053],0.0,-3.30931053,O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@]1(C4)O)C3
HCECCXWIJRUZPU-UHFFFAOYSA-N,['OC(CN1CCN(CC1)c1ccccc1)COc1ccc(cc1)C(=O)C'],[-2.5881339],0.0,-2.588133899,OC(CN1CCN(CC1)c1ccccc1)COc1ccc(cc1)C(=O)C
HCFAJYNVAYBARA-UHFFFAOYSA-N,['CCCC(=O)CCC'],[-1.3],0.0,-1.3,CCCC(=O)CCC
HCFSGRMEEXUOSS-UHFFFAOYSA-N,['O=C1CC[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)C(=O)C)C)C)C'],[-5.27],0.0,-5.27,O=C1CC[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)C(=O)C)C)C)C
HCJMNOSIAGSZBM-UHFFFAOYSA-N,['OC(=O)c1c(C)cccc1O'],[-1.46877856],0.0,-1.468778559,OC(=O)c1c(C)cccc1O
HCJOGZBBWGQKGC-UHFFFAOYSA-N,['CC1CCCc2n1c(=O)ccn2'],[-1.96570686],0.0,-1.965706857,CC1CCCc2n1c(=O)ccn2
HCKPAAMFYJPGMI-UHFFFAOYSA-N,['BrCCn1c(C)ncc1[N+](=O)[O-]'],[-2.8391145],0.0,-2.839114495,BrCCn1c(C)ncc1[N+](=O)[O-]
HCOMFAYPHBFMKU-UHFFFAOYSA-N,['NNC(=O)CCC(=O)NN'],[0.83520121],0.0,0.83520121,NNC(=O)CCC(=O)NN
HCVGDVYOISIYKY-UHFFFAOYSA-N,['COC1=C(F)C(C(C1(F)F)(F)F)(F)F'],[-2.4489409],0.0,-2.448940898,COC1=C(F)C(C(C1(F)F)(F)F)(F)F
HCWZEPKLWVAEOV-UHFFFAOYSA-N,['Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl'],[-7.],0.0,-7.0,Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl
HCYAFALTSJYZDH-UHFFFAOYSA-N,['CNCCCN1c2ccccc2CCc2c1cccc2'],[-3.6600001],0.0,-3.6600001,CNCCCN1c2ccccc2CCc2c1cccc2
HCYFGRCYSCXKNQ-UHFFFAOYSA-N,['OC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C'],[-2.36622336],0.0,-2.366223361,OC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
HDACQVRGBOVJII-UHFFFAOYSA-N,['CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1'],[-4.57235892],0.0,-4.572358917,CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1
