InchiKey,smiles,new_logBB,new_BBclass,canon_smiles
GKAOGPIIYCISHV-UHFFFAOYSA-N,[Ne],0.2,1,[Ne]
GKMRVTQGGLGLCX-UHFFFAOYSA-N,OC(=O)C/C1=C/C=C/C=C1/N/C2=C/C=C(/[Cl])C=C2[Cl],,1,O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl
GKQPCPXONLDCMU-UHFFFAOYSA-N,CC=2NC(C)=C(C(=O)OCC)C([H])(C=1C=CC=CC=1/C=C/C(=O)OC(C)(C)C)C=2C(=O)OCC,,1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C
GLFJCEVWKWQSJP-UHFFFAOYSA-N,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,,0,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C12
GLLPUTYLZIKEGF-UHFFFAOYSA-N,OC(CCCCO/N=C(C2=CC(C(F)(F)F)=CC=C2)/C1=CN=CC=C1)=O,-1,1,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1
GLOJQGHACZHVEO-UHFFFAOYSA-N,O=C1C2=C(C(O)=C(/C=N/N3CCN(C)CC3)C(NC(C/C(C)=C\C=C\[C@@H](C)C4O)=O)=C5O)C5=C(O)C(C)=C2O[C@]1(C)O/C=C/[C@@H]([C@H]([C@H]([C@H]([C@H]([C@@H]4C)O)C)OC(C)=O)C)OC,-1.52,0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)CC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
GLVAUDGFNGKCSF-UHFFFAOYSA-N,S=C1C2=C(N=CN2)NC=N1,-0.71,1,S=c1nc[nH]c2nc[nH]c12
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C)C1=O)c2ccccc2,,1,CCC1(c2ccccc2)NC(=O)N(C)C1=O
GMIILPOVBUNJBY-UHFFFAOYSA-N,CN4CCc3[nH]c2ccc1scc(C)c1c2c3C4,,1,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4
GMJAPDJBIOQXSW-UHFFFAOYSA-N,CN(CCc2cc3cccc4CCc1ccccc1n2c34)Cc5ccccc5,,1,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1
GMVPRGQOIOIIMI-UHFFFAOYSA-N,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,,0,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
GMZVRMREEHBGGF-UHFFFAOYSA-N,NC(=O)CN1CCCC1=O,,1,NC(=O)CN1CCCC1=O
GNBHRKFJIUUOQI-UHFFFAOYSA-N,OC=5C=C4OC=1/C=C(/O)C=CC=1[C@]3(OC(=O)C=2C=CC=CC=23)C4=CC=5,,1,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
GNFPJCMFTNNJPG-UHFFFAOYSA-N,COC=1C=CC=CC=1OCCNC[C@](O)([H])OC/C3=C/C=CC=4NC2=CC=CC=C2C3=4,,1,COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12
GNJCUHZOSOYIEC-UHFFFAOYSA-N,OC4=C1O[C@@H]3[C@]25C1=C(C=C4)C[C@@H](N(CC5)C)[C@@]([H])2C=C[C@@H]3OC6[C@@H]([C@H]([C@@H]([C@@H]([C@@](O)=O)O6)O)O)O,-2.09,0,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5
GNJLINZLUYVCPA-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,,0,O=C1NC(=O)C2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)N1
GNRXCIONJWKSEA-UHFFFAOYSA-N,CNCC13CCC(c2ccccc12)c4ccccc34,,1,CNCC12CCC(c3ccccc31)c1ccccc12
GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(O)COC(N)=O,,1,COc1ccccc1OCC(O)COC(N)=O
GODGZZGKTZQSAL-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC2C=CC3C4Cc5ccc(OCc1ccccc1)c6OC2C3(CCN4C)c56,,1,CCCCCCCCCCCCCC(=O)OC1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(CCN3C)C1O5
GOEMGAFJFRBGGG-UHFFFAOYSA-N,CCCC(=O)Nc(c1)ccc(c1C(=O)C)OCC(O)CNC(C)C,-0.150000005,1,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
GOEMGAFJFRBGGG-UHFFFAOYSA-O,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,-0.15000001,1,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1
GOFCPYKUMJBHBH-UHFFFAOYSA-N,CC(=O)OCC1=C(N3C(SC1)C(NC(=O)Cc2ccccc2)C3=O)C(O)=O,,0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1
GOWRRBABHQUJMX-UHFFFAOYSA-N,O=C1CCC(N1)C(=O)N1CCCCC1,,1,O=C1CCC(C(=O)N2CCCCC2)N1
GPMSLJIYNWBYEL-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)c2nc1ccccc1nc2C(O)=O)C(=O)N3C4C(O)=O,,0,CC1(C)SC2C(NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2C1C(=O)O
GPMXUUPHFNMNDH-UHFFFAOYSA-N,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3cccc(c3)C(F)(F)F,,1,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
GPRBEKHLDVQUJE-UHFFFAOYSA-N,CON=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)COC(C)=O)c3csc(N)n3,,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1
GPTURHKXTUDRPC-UHFFFAOYSA-N,CN(C)CCON=C2c1ccccc1CCc3ccccc23,,1,CN(C)CCON=C1c2ccccc2CCc2ccccc21
GPXLMGHLHQJAGZ-UHFFFAOYSA-N,CCOc2ccc1ccccc1c2C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O,,0,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
GQPLMRYTRLFLPF-UHFFFAOYSA-N,N#[N+][O-],0.03,1,N#[N+][O-]
GRNUVTSRBRIYIO-UHFFFAOYSA-O,OCC(C(C1)N=[N+]=N)OC1N2C(NC(C(C)=C2)=O)=O,-0.72,1,Cc1cn(C2CC(N=[N+]=N)C(CO)O2)c(=O)[nH]c1=O
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC2COc3c(N1CCN(C)CC1)c(F)cc4c(=O)c(cn2c34)C(O)=O,-0.76,1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
GSGZNFVYNUDTJX-UHFFFAOYSA-N,C[N+]6(CCCC6)C4C[C@@]3(C)[C@]2(C)CC[C@@]1(C)C[C@H](OC(C)=O)[C@@H]([N@@+]5(C)CCCCC5)C[C@@](C)1[C@](C)2CC[C@@](C)3[C@H]4OC(C)=O,-24.5,0,CC(=O)OC1CC2(C)CCC3(C)C4(C)CC([N+]5(C)CCCC5)C(OC(C)=O)C4(C)CCC3(C)C2(C)CC1[N+]1(C)CCCCC1
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CC=2C=C(N1N=CN=C1N=2)N(CC)CC,,1,CCN(CC)c1cc(C)nc2ncnn12
GTGRMWCOZHEYRL-UHFFFAOYSA-N,COc2ccc3CC6C4CCC(OC(=O)c1cccnc1)C5Oc2c3C45CCN6C,,1,COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)CCC4C(C2)N(C)CCC341
GTJDETNGLKUGDG-UHFFFAOYSA-N,C/C1=C/N=C(/C=C1/OCC([F])([F])[F])C[S](=O)C=3NC=2C=CC=CC=2N=3,,1,Cc1cnc(CS(=O)c2nc3ccccc3[nH]2)cc1OCC(F)(F)F
GTRFGCMGMHCDPF-UHFFFAOYSA-N,CC(C)(C)OC(=O)c1ncn3c1C2CCCN2C(=O)c4cc(Br)ccc34,-0.09,1,CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(Br)ccc1-2
GTYFDGYGRFJTKJ-UHFFFAOYSA-N,C1[C@H](N)[C@H]1c2ccc(F)cc2,0.81,1,NC1CC1c1ccc(F)cc1
GUDVQJXODNJRIJ-UHFFFAOYSA-N,CC4CN(CCCn2c1ccccc1c3ccccc23)CC(C)N4,,1,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1
GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(O)CCCN(CC2)CCC2C(O)(c3ccccc3)c4ccccc4,0.976666663,1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
GUGOEEXESWIERI-UHFFFAOYSA-O,CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.63999999,1,CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
GUHPHHSNJRSHLJ-UHFFFAOYSA-N,CN(C(=O)CNC1CC1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl,,1,CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl
GUJRSXAPGDDABA-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c2c(OC)ccc(Br)c2OC,,1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC
GUMRMKZKAGUNEA-UHFFFAOYSA-N,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,,1,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1
GUTXTARXLVFHDK-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,,1,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
GUYPYYARYIIWJZ-UHFFFAOYSA-N,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C25OC(C)(C)OC2CC6C4CCC3=CC(=O)C=CC3(C)C4(F)C(O)CC56C,,1,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
GVEAYVLWDAFXET-UHFFFAOYSA-N,CC(=O)O[C@@]5([H])[C@]4(C)CC[C@]2([H])[C@@]([H])(CC[C@]1([H])C[C@@]([H])(OC(C)=O)[C@]([H])(C[C@@]12C)[N+]3(C)CCCCC3)[C@@]4([H])C[C@@]5([H])[N+]6(C)CCCCC6,,0,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
GVGLGOZIDCSQPN-UHFFFAOYSA-N,CN1CCC24C3Oc5c(OC(C)=O)ccc(CC1C2C=CC3OC(C)=O)c45,,1,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341
GVJHHUAWPYXKBD-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCC2(C)CCc1c(C)c(O)c(C)c(C)c1O2,,1,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
GVMUFFMCUCUGSJ-UHFFFAOYSA-N,CC2OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC3(O)CC(O)C(C(CC(OC1OC(C)C(O)C(N)C1O)C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C2C)O3)C(O)=O,,0,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
GVPIXRLYKVFFMK-UHFFFAOYSA-N,CN1CCC3=C(C1)c2ccccc2Cc4ccccc34,,1,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
GVXBHSBKKJRBMS-UHFFFAOYSA-N,COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4,,1,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1c(C)ccc(C)c1,0.16,1,Cc1ccc(C)c(C)c1
GWUSZQUVEVMBPI-UHFFFAOYSA-N,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,,1,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
GWWLWDURRGNSRS-UHFFFAOYSA-N,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23,,1,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21
GXCXYCOOYDMQOK-UHFFFAOYSA-N,FC(F)(F)c5ccc4Sc1ccccc1N(CCCN3CCN(CCC2OCCCO2)CC3)c4c5,,1,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2
GXDALQBWZGODGZ-UHFFFAOYSA-N,COc(cc1)ccc1CCN(CC2)CCC2Nc(n3)n(c(c34)cccc4)Cc5ccc(F)cc5,1.1,1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
GXDHCNNESPLIKD-UHFFFAOYSA-N,CC(C)CCCC,0.860000005,1,CCCCC(C)C
GXGQMMZHTFRNBT-UHFFFAOYSA-N,COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4,,1,COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2
GXILWBIQFGWJQN-UHFFFAOYSA-N,Fc1ccc(C(N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(C2)=O)=O)cc1,-0.46,1,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1
GXPJNTLPXXJKDW-UHFFFAOYSA-M,[NH]C(CC(C)C([N@@](C(C)(C)C)C(N)(C)N)(C)C)c1c(c(c[nH+][o+]1)C)[O-],,1,Cc1c[nH+][o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1[O-]
GXRZIMHKGDIBEW-UHFFFAOYSA-N,NC(=O)OC1(CCCCC1)C#C,,1,C#CC1(OC(N)=O)CCCCC1
GYDJEQRTZSCIOI-UHFFFAOYSA-N,NC[C@]1([H])CC[C@@]([H])(CC1)C(O)=O,,1,NCC1CCC(C(=O)O)CC1
GYKRZKSQLCVBSF-UHFFFAOYSA-N,CC(O)C2C1SC(=C(N1C2=O)C(O)=O)F,,0,CC(O)C1C(=O)N2C(C(=O)O)=C(F)SC12
GYWGXEGOXODOQU-UHFFFAOYSA-N,CN(C)c1ccnc2sc(c3c12)c(=O)n(cn3)N4CCCCCC4,0.43,1,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12
GZBONOYGBJSTHF-UHFFFAOYSA-N,CC5(C)OC4CC3C2CCC1CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,,1,CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
GZENKSODFLBBHQ-UHFFFAOYSA-N,[C@@H]23[C@H]([C@H]1[C@]([C@@H](C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)CC[C@]34C,,1,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C
GZHFODJQISUKAY-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,,0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
GZKLJWGUPQBVJQ-UHFFFAOYSA-N,Fc1ccc(cc1)n4cc(C2CCN(CC2)CCN3CCNC3=O)c5cc(Cl)ccc45,,1,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
GZLROLJNGZSEDS-UHFFFAOYSA-N,Clc1cccc(c12)NC(=O)CN=C2c3ccccc3,0.5,1,O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1
GZSOSUNBTXMUFQ-UHFFFAOYSA-N,COc1ccc(cc1O)c5cc(=O)c4c(O)cc(OC3OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C3O)cc4o5,,0,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O
GZUITABIAKMVPG-UHFFFAOYSA-N,OC1=CC2=C(C(C(C3=CC=C(OCCN4CCCCC4)C=C3)=O)=C(C5=CC=C(O)C=C5)S2)C=C1,-1.81,0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
GZZZSOOGQLOEOB-UHFFFAOYSA-N,CN(/C1=C/C=C(/O)C=C1)C(=O)C([Cl])([Cl])[H],,1,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1
HAEPGZUGYMHCJE-UHFFFAOYSA-N,C5CC(CN1CCC(C1)c2ccccc2)c4ccc3OCOc3c4C5,,1,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1
HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)C(=O)NC(=O)C1,-0.175,1,CCC1(C)CC(=O)NC1=O
HAVFQXBFPOZUBU-UHFFFAOYSA-N,[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39,1,Clc1ccc2c(c1)C1CCNCC1c1ccccc1O2
HBGWAZBZXJBYQD-UHFFFAOYSA-N,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23,,1,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21
HBNPJJILLOYFJU-UHFFFAOYSA-N,COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C,,0,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
HBOMLICNUCNMMY-UHFFFAOYSA-N,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(N1)=O,-0.780000008,1,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
HBOSVRMWGCNXAB-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O,,0,CCN(CC)CCOC(=O)C1N2C(=O)C(NC(=O)c3c(OC)cccc3OC)C2SC1(C)C
HCFDWZZGGLSKEP-UHFFFAOYSA-N,n1ccccc1[C@@](C)(OCCN(C)C)c2ccccc2,0.639999995,1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
HCFDWZZGGLSKEP-UHFFFAOYSA-O,C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1,0.63999999,1,C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1
HCKFPALGXKOOBK-UHFFFAOYSA-N,CC5(OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO)c6ccccc6,,1,CC1(c2ccccc2)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
HCUNPWITRQUHPE-UHFFFAOYSA-N,[C+](c1ccccc1)(c1ccccc1)(C(O[C@@H]1C[N+](CCC1)(C)C)=O)O,,0,C[N+]1(C)CCCC(OC(=O)[C+](O)(c2ccccc2)c2ccccc2)C1
HCYAFALTSJYZDH-UHFFFAOYSA-N,CNCCCN(c(c12)cccc1)c3c(CC2)cccc3,1.105,1,CNCCCN1c2ccccc2CCc2ccccc21
HCYAFALTSJYZDH-UHFFFAOYSA-O,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,1.03333,1,C[NH2+]CCCN1c2ccccc2CCc2ccccc21
HCZHHEIFKROPDY-UHFFFAOYSA-N,OC(=O)C1=CC(=O)c2ccccc2N1,,1,O=C(O)c1cc(=O)c2ccccc2[nH]1
HDACQVRGBOVJII-UHFFFAOYSA-N,C[C@@]([H])(N[C@]([H])(CC/C1=C/C=CC=C1)C(=O)OCC)C(=O)N3[C@@]([H])(C[C@]2([H])CCC[C@@]23[H])C(O)=O,,1,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21
HDOVUKNUBWVHOX-UHFFFAOYSA-N,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc12,,1,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
HDOZVRUNCMBHFH-UHFFFAOYSA-N,CN(C)CCOC2=Cc1ccccc1Sc3ccc(Cl)cc23,,1,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
HDPDWVAJUZMKRW-UHFFFAOYSA-N,OCCN4CCN(CCCN2c1cc(ccc1Sc3sccc23)C(F)(F)F)CC4,,1,OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1
HDWIHXWEUNVBIY-UHFFFAOYSA-N,[F]C([F])([F])C3=CC=2N[C@]([H])(C/C1=C/C=CC=C1)N[S](=O)(=O)C=2/C=C3/[S](N)(=O)=O,,1,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,0.247205996,1,ClC(Cl)Cl
HEFNNWSXXWATRW-UHFFFAOYSA-M,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,-0.18000001,1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1
HEFNNWSXXWATRW-UHFFFAOYSA-N,O=C(O)C(C)c1ccc(cc1)CC(C)C,-0.180000005,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1
HEMJJKBWTPKOJG-UHFFFAOYSA-N,C/C1=C/C=C(/C)C(=C1)OCCCC(C)(C)C(O)=O,,1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
HERCGHIBUWWDIX-UHFFFAOYSA-N,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,1,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
HFCGPUOPDRSSQT-UHFFFAOYSA-N,CCC(C)Nc1c(I)ccc(c1)NC(C)CC,0.639999995,1,CCC(C)Nc1ccc(I)c(NC(C)CC)c1
HFFJORVBQWPILU-UHFFFAOYSA-N,CN2C(=O)CN(C(c1ccccc1)c3cc(Cl)ccc23)C(N)=O,,1,CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21
HFGZFHCWKKQGIS-UHFFFAOYSA-N,C[C@@]([H])([C@](O)(CN1C=NC=N1)C2=C/C=C(/[F])C=C2[F])[S](C)(=O)=O,,1,CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O
HFHZKZSRXITVMK-UHFFFAOYSA-N,CCCC[C@]3([H])C(=O)N(C=1C=CC=CC=1)N(/C2=C/C=C(/O)C=C2)C3=O,,1,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
HFNGFXBXLSRAKX-UHFFFAOYSA-N,O=C1[C@@H]2[C@H](c3c([C@@H]([C@H]2CO1)O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]1O)O)O[C@H](OC2)c1cccs1)cc1c(c3)OCO1)c1cc(OC)c(c(c1)O)O,,1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O
HFQMYSHATTXRTC-UHFFFAOYSA-N,CC(N)Cc1ccc(cc1C)N(C)C,,1,Cc1cc(N(C)C)ccc1CC(C)N
HGBLNBBNRORJKI-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C1(N)CCCCC1)C(=O)N2C3C(O)=O,,0,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
HGEYJZMMUGWEOT-UHFFFAOYSA-N,Oc4ccc3[nH]cc(CCCCN1CCC(=CC1)c2ccccc2)c3c4,,1,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
HGGAKXAHAYOLDJ-UHFFFAOYSA-N,CC(O)C2C1SC(=C(N1C2=O)C(O)=O)C3CCCO3,,0,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12
HGKAMARNFGKMLC-UHFFFAOYSA-N,C1CCC(NC1)C2COC(O2)(c3ccccc3)c4ccccc4,,1,c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1
HGWPFSBHDACWNL-UHFFFAOYSA-N,CN1(=O)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,,1,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
HGXLJRWXCXSEJO-UHFFFAOYSA-N,Cn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)CSC(F)(F)F)C3=O)C(O)=O,,0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(F)(F)F)C2SC1
HHFOOWPWAXNJNY-UHFFFAOYSA-N,CC(C)C1(OCC(CO)O1)C(C)C,,1,CC(C)C1(C(C)C)OCC(CO)O1
HHHKFGXWKKUNCY-UHFFFAOYSA-N,CCOC(=O)[C@]([H])(CC/C1=C/C=CC=C1)N[C@]3([H])CCCN2CCC[C@@]([H])(C(O)=O)N2C3=O,,1,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O
HHJUWIANJFBDHT-UHFFFAOYSA-N,CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C)C6C(O)(C(O)C7(CC)C=CCN8CCC56C78)C(N)=O)C9,,0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1
HHORFCCGNBAAOU-UHFFFAOYSA-N,FC(F)(F)CC(Cl)Br,0.349999995,1,FC(F)(F)CC(Cl)Br
HHPZZKDXAFJLOH-UHFFFAOYSA-N,CC(OC(C)=O)C(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,,1,CC(=O)OC(C)C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
